,model,lookback,hidden_size,num_layers,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
152,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,1,0.2,0.0,0.01,0.95,0.7092875,0.2907125,1.3945835642220699,1.8754625,150037,89963,25,627.1306451612903,48.687536,"TitForTat,OmegaTFT"
153,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,1,0.2,0.0,0.01,0.99,0.5896875,0.4103125,2.646882490149624,1.3005375,104043,135957,27,459.9048387096774,48.58801099999998,"TitForTat,OmegaTFT"
154,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,1,0.2,0.0,0.001,0.95,0.586425,0.413575,1.6594024725193093,1.2470375,99763,140237,25,608.3451612903226,39.187535999999994,"TitForTat,OmegaTFT"
155,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,1,0.2,0.0,0.001,0.99,0.579,0.421,2.5150780979547953,1.1637625,93101,146899,25,566.158064516129,46.100351999999994,"TitForTat,OmegaTFT"
156,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,2,0.05,0.0,0.01,0.95,0.6210625,0.3789375,0.6121798565156592,2.2337125,178697,61303,31,426.38548387096773,57.566694999999996,"TitForTat,OmegaTFT"
157,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,2,0.05,0.0,0.01,0.99,0.5943375,0.4056625,2.8229869820447733,1.54355,123484,116516,26,476.19032258064516,53.57795199999999,"TitForTat,OmegaTFT"
158,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,2,0.05,0.0,0.001,0.95,0.8582375,0.1417625,0.49798582998520696,2.736875,218950,21050,25,663.7435483870968,51.674918000000005,"TitForTat,OmegaTFT"
159,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,2,0.05,0.0,0.001,0.99,0.726775,0.273225,3.88234594059278,1.5859375,126875,113125,26,510.48870967741937,55.43478199999999,"TitForTat,OmegaTFT"
160,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,2,0.1,0.0,0.01,0.95,0.6985625,0.3014375,0.8244665843040999,2.2552375,180419,59581,25,637.441935483871,58.794703999999996,"TitForTat,OmegaTFT"
161,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,2,0.1,0.0,0.01,0.99,0.5648875,0.4351125,2.6676095685239876,1.3363875,106911,133089,25,624.7290322580645,53.481953,"TitForTat,OmegaTFT"
162,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,2,0.1,0.0,0.001,0.95,0.5441,0.4559,1.4433204009133782,1.270475,101638,138362,25,654.6016129032258,56.28809900000002,"TitForTat,OmegaTFT"
163,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,2,0.1,0.0,0.001,0.99,0.6495375,0.3504625,2.9173657087958396,1.26945,101556,138444,26,512.908064516129,51.885467,"TitForTat,OmegaTFT"
164,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,2,0.2,0.0,0.01,0.95,0.6301625,0.3698375,1.1044277662351774,2.0895875,167167,72833,25,552.1629032258064,55.82564300000001,"TitForTat,OmegaTFT"
165,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,2,0.2,0.0,0.01,0.99,0.5471625,0.4528375,2.898292545427131,1.4348875,114791,125209,27,521.8903225806451,53.25273900000001,"TitForTat,OmegaTFT"
166,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,2,0.2,0.0,0.001,0.95,0.60585,0.39415,1.840269409917379,1.4421,115368,124632,26,492.7774193548387,30.590535,"TitForTat,OmegaTFT"
167,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,2,0.2,0.0,0.001,0.99,0.6283875,0.3716125,2.8805083766774064,1.2554625,100437,139563,25,521.1016129032258,30.539187,"TitForTat,OmegaTFT"
168,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,3,0.05,0.0,0.01,0.95,0.43225,0.56775,0.6122192899163567,1.8770875,150167,89833,27,487.1290322580645,62.48484100000001,"TitForTat,OmegaTFT"
169,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,3,0.05,0.0,0.01,0.99,0.5148125,0.4851875,2.810276501446635,1.5619125,124953,115047,25,647.8387096774194,33.969352,"TitForTat,OmegaTFT"
170,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,3,0.05,0.0,0.001,0.95,0.9421875,0.0578125,0.9393715452883089,2.9113875,232911,7089,25,661.6096774193549,33.35606500000001,"TitForTat,OmegaTFT"
171,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,3,0.05,0.0,0.001,0.99,0.691375,0.308625,3.703527749033289,1.52555,122044,117956,25,622.9096774193548,42.323360000000015,"TitForTat,OmegaTFT"
172,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,3,0.1,0.0,0.01,0.95,0.52495,0.47505,1.3024688865212213,1.703325,136266,103734,25,538.4806451612903,49.271524000000014,"TitForTat,OmegaTFT"
173,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,3,0.1,0.0,0.01,0.99,0.55955,0.44045,2.9252030582428814,1.371175,109694,130306,25,516.6193548387097,39.300664000000005,"TitForTat,OmegaTFT"
174,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,3,0.1,0.0,0.001,0.95,0.5892625,0.4107375,1.7820420163621464,1.7157125,137257,102743,25,614.1435483870968,35.764380999999986,"TitForTat,OmegaTFT"
175,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,3,0.1,0.0,0.001,0.99,0.6568125,0.3431875,3.0234734450922036,1.2944625,103557,136443,25,578.7274193548387,42.984629,"TitForTat,OmegaTFT"
176,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,3,0.2,0.0,0.01,0.95,0.5849375,0.4150625,1.4801523197336761,1.7809875,142479,97521,25,518.2532258064516,49.41094799999999,"TitForTat,OmegaTFT"
177,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,3,0.2,0.0,0.01,0.99,0.5440125,0.4559875,2.930526864112231,1.389825,111186,128814,25,538.75,35.66059099999999,"TitForTat,OmegaTFT"
178,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,3,0.2,0.0,0.001,0.95,0.56825,0.43175,1.8523798350608762,1.5235625,121885,118115,28,469.1774193548387,32.586961,"TitForTat,OmegaTFT"
179,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,3,0.2,0.0,0.001,0.99,0.5948375,0.4051625,2.9480659669646094,1.2960125,103681,136319,25,554.2145161290323,37.1161,"TitForTat,OmegaTFT"
180,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,1,0.05,0.0,0.01,0.95,0.9106,0.0894,0.8018168259075005,2.72685,218148,21852,25,638.7370967741936,22.046081999999995,"TitForTat,OmegaTFT"
181,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,1,0.05,0.0,0.01,0.99,0.6177625,0.3822375,2.099853606874908,1.197625,95810,144190,26,500.31451612903226,23.477013000000003,"TitForTat,OmegaTFT"
182,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,1,0.05,0.0,0.001,0.95,0.42835,0.57165,1.071931206022012,1.2555875,100447,139553,25,601.2225806451613,25.337896,"TitForTat,OmegaTFT"
183,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,1,0.05,0.0,0.001,0.99,0.62725,0.37275,2.5394674514107685,1.17695,94156,145844,25,557.9612903225807,26.027277999999995,"TitForTat,OmegaTFT"
184,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,1,0.1,0.0,0.01,0.95,0.8449,0.1551,0.7935167864396145,2.5112375,200899,39101,26,499.8274193548387,25.983204000000004,"TitForTat,OmegaTFT"
185,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,1,0.1,0.0,0.01,0.99,0.6175625,0.3824375,2.2605894819871413,1.23885,99108,140892,25,564.8112903225806,25.874789999999994,"TitForTat,OmegaTFT"
186,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,1,0.1,0.0,0.001,0.95,0.5639125,0.4360875,1.3610631878452262,1.301375,104110,135890,25,597.6645161290322,23.18640299999999,"TitForTat,OmegaTFT"
187,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,1,0.1,0.0,0.001,0.99,0.5850375,0.4149625,2.2732451575681774,1.10245,88196,151804,26,486.541935483871,25.371575,"TitForTat,OmegaTFT"
188,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,1,0.2,0.0,0.01,0.95,0.646525,0.353475,1.5546414764450582,1.705875,136470,103530,27,475.99032258064517,25.156250999999997,"TitForTat,OmegaTFT"
189,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,1,0.2,0.0,0.01,0.99,0.591675,0.408325,2.659024262981443,1.316775,105342,134658,25,547.833870967742,24.333761,"TitForTat,OmegaTFT"
190,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,1,0.2,0.0,0.001,0.95,0.6535875,0.3464125,1.6214048956557294,1.37285,109828,130172,25,582.5645161290323,23.911764999999995,"TitForTat,OmegaTFT"
191,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,1,0.2,0.0,0.001,0.99,0.59735,0.40265,2.5089272573761248,1.1763625,94109,145891,25,555.7983870967741,25.761191,"TitForTat,OmegaTFT"
192,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,2,0.05,0.0,0.01,0.95,0.5467,0.4533,0.7447756002252909,2.06855,165484,74516,30,448.10322580645163,30.167553999999992,"TitForTat,OmegaTFT"
193,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,2,0.05,0.0,0.01,0.99,0.432725,0.567275,2.175726427866877,1.3836625,110693,129307,27,490.0822580645161,34.299931000000015,"TitForTat,OmegaTFT"
194,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,2,0.05,0.0,0.001,0.95,0.94625,0.05375,0.5787296557235903,2.9158125,233265,6735,25,674.3903225806451,32.285119,"TitForTat,OmegaTFT"
195,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,2,0.05,0.0,0.001,0.99,0.648725,0.351275,3.0157434766044524,1.36295,109036,130964,25,653.8225806451613,32.970362,"TitForTat,OmegaTFT"
196,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,2,0.1,0.0,0.01,0.95,0.3021875,0.6978125,0.9043521403694252,1.5202875,121623,118377,28,463.6741935483871,30.669640000000005,"TitForTat,OmegaTFT"
197,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,2,0.1,0.0,0.01,0.99,0.5333625,0.4666375,2.45441523502394,1.3801,110408,129592,25,555.6274193548387,38.003902,"TitForTat,OmegaTFT"
198,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,2,0.1,0.0,0.001,0.95,0.71125,0.28875,1.538844412916548,1.7572375,140579,99421,25,577.0177419354839,40.46499599999999,"TitForTat,OmegaTFT"
199,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,2,0.1,0.0,0.001,0.99,0.62005,0.37995,2.47620050450325,1.162675,93014,146986,25,582.5887096774194,42.40400999999999,"TitForTat,OmegaTFT"
200,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,2,0.2,0.0,0.01,0.95,0.527025,0.472975,1.5875546352172127,1.508225,120658,119342,26,474.01129032258063,30.410560000000004,"TitForTat,OmegaTFT"
201,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,2,0.2,0.0,0.01,0.99,0.506075,0.493925,2.6690353876542634,1.44205,115364,124636,26,513.2709677419355,33.266918999999994,"TitForTat,OmegaTFT"
202,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,2,0.2,0.0,0.001,0.95,0.7085625,0.2914375,1.7225894850377976,1.6764,134112,105888,25,584.9612903225807,31.866664999999998,"TitForTat,OmegaTFT"
203,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,2,0.2,0.0,0.001,0.99,0.6155625,0.3844375,2.7605468947445226,1.2456625,99653,140347,25,504.3806451612903,29.110408999999994,"TitForTat,OmegaTFT"
204,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,3,0.05,0.0,0.01,0.95,0.0937375,0.9062625,0.7443513100189438,1.1764875,94119,145881,25,650.3225806451613,33.17613300000001,"TitForTat,OmegaTFT"
205,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,3,0.05,0.0,0.01,0.99,0.1477125,0.8522875,1.202456640603912,1.1999,95992,144008,28,454.5983870967742,34.725546,"TitForTat,OmegaTFT"
206,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,3,0.05,0.0,0.001,0.95,0.7156625,0.2843375,0.8972393234666899,2.2148375,177187,62813,25,608.6822580645161,33.642264999999995,"TitForTat,OmegaTFT"
207,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,3,0.05,0.0,0.001,0.99,0.6140375,0.3859625,2.923709942532401,1.3378125,107025,132975,25,606.8483870967742,78.82726699999996,"TitForTat,OmegaTFT"
208,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,3,0.1,0.0,0.01,0.95,0.462675,0.537325,0.8945472929714126,1.7779875,142239,97761,25,610.1854838709677,37.75398299999999,"TitForTat,OmegaTFT"
209,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,3,0.1,0.0,0.01,0.99,0.2057375,0.7942625,1.5105698263231466,1.2001625,96013,143987,27,489.18870967741935,38.44995900000001,"TitForTat,OmegaTFT"
210,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,3,0.1,0.0,0.001,0.95,0.6775625,0.3224375,1.3428649478692964,1.848075,147846,92154,25,603.1129032258065,45.762538,"TitForTat,OmegaTFT"
211,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,3,0.1,0.0,0.001,0.99,0.620125,0.379875,2.616605795802646,1.2033875,96271,143729,26,494.36129032258066,48.54503500000002,"TitForTat,OmegaTFT"
212,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,3,0.2,0.0,0.01,0.95,0.4162625,0.5837375,1.4823835596915957,1.540375,123230,116770,25,495.7741935483871,42.740090000000016,"TitForTat,OmegaTFT"
213,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,3,0.2,0.0,0.01,0.99,0.4847,0.5153,2.524383522665601,1.3615875,108927,131073,25,625.9306451612903,35.28462100000001,"TitForTat,OmegaTFT"
214,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,3,0.2,0.0,0.001,0.95,0.6975,0.3025,1.7083784130431485,1.8353875,146831,93169,25,580.5661290322581,48.093784000000014,"TitForTat,OmegaTFT"
215,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 32, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=32, out_features=2, bias=True)
)",1,32,3,0.2,0.0,0.001,0.99,0.5874375,0.4125625,2.927773684254149,1.3272375,106179,133821,25,554.1983870967742,34.12057600000001,"TitForTat,OmegaTFT"
216,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,1,0.05,0.0,0.01,0.95,0.8822125,0.1177875,0.7950572714204792,2.709075,216726,23274,25,661.8806451612903,24.741929999999996,"TitForTat,OmegaTFT"
217,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,1,0.05,0.0,0.01,0.99,0.6289875,0.3710125,2.192644642801846,1.277875,102230,137770,25,594.7516129032258,25.432722000000002,"TitForTat,OmegaTFT"
218,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,1,0.05,0.0,0.001,0.95,0.5229375,0.4770625,1.1906261458383054,1.177575,94206,145794,25,568.7080645161291,26.265179,"TitForTat,OmegaTFT"
219,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,1,0.05,0.0,0.001,0.99,0.5785625,0.4214375,2.1314887108211593,1.1129875,89039,150961,26,531.483870967742,25.929997000000007,"TitForTat,OmegaTFT"
220,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,1,0.1,0.0,0.01,0.95,0.8105,0.1895,0.9427586080381165,2.4917,199336,40664,25,628.8774193548387,24.534609999999997,"TitForTat,OmegaTFT"
221,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,1,0.1,0.0,0.01,0.99,0.643875,0.356125,2.477699563628839,1.333275,106662,133338,25,561.65,25.459668,"TitForTat,OmegaTFT"
222,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,1,0.1,0.0,0.001,0.95,0.7859125,0.2140875,1.311383952487521,1.8606875,148855,91145,25,603.8016129032258,39.68028599999998,"TitForTat,OmegaTFT"
223,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,1,0.1,0.0,0.001,0.99,0.6207125,0.3792875,2.3300968643093105,1.1428125,91425,148575,28,464.8258064516129,41.507026,"TitForTat,OmegaTFT"
224,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,1,0.2,0.0,0.01,0.95,0.6580625,0.3419375,1.5711629144976595,1.810075,144806,95194,25,517.6451612903226,40.73483100000001,"TitForTat,OmegaTFT"
225,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,1,0.2,0.0,0.01,0.99,0.57675,0.42325,2.6248023287930615,1.3206,105648,134352,25,577.3596774193549,44.878491,"TitForTat,OmegaTFT"
226,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,1,0.2,0.0,0.001,0.95,0.714225,0.285775,1.587797874104166,1.55415,124332,115668,25,574.6596774193548,44.397257,"TitForTat,OmegaTFT"
227,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,1,0.2,0.0,0.001,0.99,0.60415,0.39585,2.4030615549568166,1.1644875,93159,146841,25,560.7516129032258,37.118027999999995,"TitForTat,OmegaTFT"
