,Unnamed: 0,model,lookback,n1,n2,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
106,106,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,12,0.2,0.0,0.01,0.95,0.900205,0.099795,2.262516411220231,2.688365,537673,62327,25,659.2596774193548,15.2778,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
107,107,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,12,0.2,0.0,0.001,0.95,0.448,0.552,0.6677487679613637,2.506445,501289,98711,25,521.0629032258065,17.397726,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
108,108,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,16,0.1,0.0,0.01,0.95,0.949995,0.050005,2.3895643080351503,2.850905,570181,29819,24,699.6822580645161,16.072377000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
109,109,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,16,0.1,0.0,0.001,0.95,0.089055,0.910945,1.7252250192249654,2.226185,445237,154763,31,419.6483870967742,17.602319999999995,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
110,110,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,16,0.2,0.0,0.01,0.95,0.89834,0.10166,2.2651877906847,2.691395,538279,61721,17,737.5451612903225,16.436977,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
111,111,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,16,0.2,0.0,0.001,0.95,0.41965,0.58035,0.6821419045311483,2.44127,488254,111746,25,644.7790322580645,16.991773,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
112,112,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,24,0.1,0.0,0.01,0.95,0.877305,0.122695,2.342513675323246,2.806305,561261,38739,14,746.3435483870968,16.630008999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
113,113,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,24,0.1,0.0,0.001,0.95,0.950435,0.049565,2.3542978929680243,2.85489,570978,29022,18,746.2548387096774,16.537018,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
114,114,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,24,0.2,0.0,0.01,0.95,0.89999,0.10001,2.264291365431436,2.6906,538120,61880,20,730.9225806451612,16.349818000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
115,115,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,24,0.2,0.0,0.001,0.95,0.515955,0.484045,1.561460303736607,2.230515,446103,153897,30,429.5032258064516,17.979216000000005,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
116,116,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,32,0.1,0.0,0.01,0.95,0.94981,0.05019,2.38473527310872,2.84508,569016,30984,24,705.158064516129,15.835697,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
117,117,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,32,0.1,0.0,0.001,0.95,0.490765,0.509235,0.625458808935169,2.56735,513470,86530,30,424.78225806451616,17.447786999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
118,118,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,32,0.2,0.0,0.01,0.95,0.899365,0.100635,2.2560443679373203,2.68037,536074,63926,21,734.9741935483871,16.253523,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
119,119,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,32,0.2,0.0,0.001,0.95,0.59989,0.40011,1.7766947064008398,2.251655,450331,149669,25,575.5532258064516,17.951994000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
120,120,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,4,0.1,0.0,0.01,0.95,0.95044,0.04956,2.386444396554144,2.84711,569422,30578,25,688.6983870967742,16.639947999999993,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
121,121,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,4,0.1,0.0,0.001,0.95,0.10579,0.89421,1.7030336031518556,2.201885,440377,159623,25,505.2370967741936,18.401114,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
122,122,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,4,0.2,0.0,0.01,0.95,0.89915,0.10085,2.264865675289631,2.69091,538182,61818,25,680.3935483870968,15.644015000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
123,123,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,4,0.2,0.0,0.001,0.95,0.58389,0.41611,0.5900740008988786,2.624015,524803,75197,24,714.1967741935484,17.886164999999995,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
124,124,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,8,0.1,0.0,0.01,0.95,0.94978,0.05022,2.3886221251238138,2.84954,569908,30092,25,681.6725806451612,15.863413000000005,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
125,125,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,8,0.1,0.0,0.001,0.95,0.091235,0.908765,1.7259891484421033,2.22524,445048,154952,30,460.9951612903226,18.627332,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
126,126,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,8,0.2,0.0,0.01,0.95,0.40748,0.59252,0.4319932965320443,2.31073,462146,137854,27,463.2241935483871,18.607452,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
127,127,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,8,0.2,0.0,0.001,0.95,0.54613,0.45387,0.6620396482656213,2.54269,508538,91462,25,555.9387096774194,17.933783000000005,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
128,128,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,12,0.1,0.0,0.01,0.95,0.95052,0.04948,2.3891131643717824,2.850405,570081,29919,21,740.4548387096775,17.394758999999993,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
129,129,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,12,0.1,0.0,0.001,0.95,0.66165,0.33835,0.4661113045359078,2.84318,568636,31364,26,514.091935483871,16.084229,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
130,130,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,12,0.2,0.0,0.01,0.95,0.899065,0.100935,2.264063710031884,2.689965,537993,62007,17,755.9225806451612,17.347792000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
131,131,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,12,0.2,0.0,0.001,0.95,0.79903,0.20097,1.8345587068612008,2.623875,524775,75225,25,676.7387096774194,17.230648,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
132,132,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,16,0.1,0.0,0.01,0.95,0.324925,0.675075,0.4562596734510104,2.3216,464320,135680,29,440.3112903225807,17.579162999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
133,133,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,16,0.1,0.0,0.001,0.95,0.56581,0.43419,0.5216869244947755,2.7523,550460,49540,22,721.2274193548387,16.281305000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
134,134,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,16,0.2,0.0,0.01,0.95,0.404,0.596,0.4344331768919251,2.31939,463878,136122,27,460.3435483870968,19.68187,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
135,135,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,16,0.2,0.0,0.001,0.95,0.523325,0.476675,0.5963778210957056,2.56836,513672,86328,25,647.8032258064516,16.542530000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
136,136,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,24,0.1,0.0,0.01,0.95,0.37639,0.62361,0.4470584784075545,2.35305,470610,129390,25,678.4225806451612,15.608098000000004,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
137,137,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,24,0.1,0.0,0.001,0.95,0.64288,0.35712,0.4615231684300399,2.757585,551517,48483,24,725.9209677419354,16.663860999999997,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
138,138,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,24,0.2,0.0,0.01,0.95,0.898585,0.101415,2.2609495262742043,2.68612,537224,62776,25,688.7758064516129,16.055757,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
139,139,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,24,0.2,0.0,0.001,0.95,0.48391,0.51609,0.6350785113549904,2.501175,500235,99765,25,642.3596774193549,17.107647999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
140,140,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,32,0.1,0.0,0.01,0.95,0.949205,0.050795,2.383804862875844,2.843645,568729,31271,11,783.9258064516129,18.026396,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
141,141,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,32,0.1,0.0,0.001,0.95,0.668895,0.331105,0.491485698152074,2.81941,563882,36118,27,468.0435483870968,18.929501000000005,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
142,142,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,32,0.2,0.0,0.01,0.95,0.900955,0.099045,2.2615293347517773,2.68745,537490,62510,25,689.8645161290323,16.081406999999995,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
143,143,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=32, bias=True)
  (layer4): Linear(in_features=32, out_features=2, bias=True)
)",4,32,32,0.2,0.0,0.001,0.95,0.57258,0.42742,1.7459496643636427,2.222585,444517,155483,25,538.5725806451613,17.458259,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
0,0,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,4,0.1,0.0,0.01,0.95,0.21928,0.78072,0.4824459081423738,2.249355,449871,150129,29,445.2370967741936,18.136925,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
1,1,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,4,0.1,0.0,0.001,0.95,0.951015,0.048985,2.390095,2.85158,570316,29684,23,710.3548387096774,16.349317000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
2,2,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,4,0.2,0.0,0.01,0.95,0.89982,0.10018,2.264811909353687,2.69074,538148,61852,22,726.5612903225806,17.074603999999997,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
3,3,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,4,0.2,0.0,0.001,0.95,0.57722,0.42278,0.6262411966448319,2.52787,505574,94426,18,748.4532258064517,16.928261,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
4,4,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,8,0.1,0.0,0.01,0.95,0.236285,0.763715,0.4742951238776255,2.235715,447143,152857,25,585.4741935483871,16.545028999999996,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
5,5,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,8,0.1,0.0,0.001,0.95,0.18685,0.81315,1.562703698272366,2.061535,412307,187693,31,433.5016129032258,16.961440000000007,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
6,6,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,8,0.2,0.0,0.01,0.95,0.277665,0.722335,0.62968763306082,2.3249,464980,135020,27,467.3016129032258,18.543924999999994,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
7,7,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,8,0.2,0.0,0.001,0.95,0.20761,0.79239,0.7687669461047242,2.18538,437076,162924,28,469.3290322580645,19.766127,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
8,8,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,12,0.1,0.0,0.01,0.95,0.229345,0.770655,0.4720697818654137,2.21712,443424,156576,25,661.9645161290323,15.205255000000005,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
9,9,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,12,0.1,0.0,0.001,0.95,0.102055,0.897945,1.7001208322577968,2.197915,439583,160417,26,495.2870967741936,20.596688,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
10,10,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,12,0.2,0.0,0.01,0.95,0.899895,0.100105,2.261065,2.6866,537320,62680,15,757.2983870967741,16.860053,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
11,11,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,12,0.2,0.0,0.001,0.95,0.43,0.57,0.6537440011191175,2.34716,469432,130568,25,686.0596774193548,16.074912999999995,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
12,12,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,16,0.1,0.0,0.01,0.95,0.05077,0.94923,1.792174143308294,2.28979,457958,142042,27,443.5919354838709,19.49905,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
13,13,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,16,0.1,0.0,0.001,0.95,0.118405,0.881595,0.7835277807908461,2.285915,457183,142817,26,482.5,18.736798,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
14,14,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,16,0.2,0.0,0.01,0.95,0.90034,0.09966,2.2630898927509784,2.688745,537749,62251,3,815.9322580645161,18.50999,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
